rush_adv_team1,rush_adv_team2,pass_adv_team1,pass_adv_team2,score_adv_team1,score_adv_team2,turnover_adv_team1,turnover_adv_team2,pred_rank_team1,pred_rank_team2,sos_team2,sos_team2,week,label
-13.600000000000023,1.0999999999999943,55.10000000000002,31.599999999999994,4.099999999999998,3.1999999999999993,0.09999999999999987,-0.4999999999999999,-1.9,-1.7,-6.7,-6.7,15,1
1.0999999999999943,-13.600000000000023,31.599999999999994,55.10000000000002,3.1999999999999993,4.099999999999998,-0.4999999999999999,0.09999999999999987,-1.7,-1.9,-6.7,-6.7,15,0
-63.7,34.0,32.900000000000006,12.299999999999983,0.3999999999999986,3.3999999999999986,-0.19999999999999996,0.09999999999999987,9.1,6.9,5.6,6.9,15,1
34.0,-63.7,12.299999999999983,32.900000000000006,3.3999999999999986,0.3999999999999986,0.09999999999999987,-0.19999999999999996,6.9,9.1,6.9,5.6,15,0
-58.60000000000002,47.500000000000014,89.0,0.6000000000000227,-2.8000000000000043,8.7,0.09999999999999987,-0.30000000000000004,27.0,-1.0,13.3,4.6,15,1
47.500000000000014,-58.60000000000002,0.6000000000000227,89.0,8.7,-2.8000000000000043,-0.30000000000000004,0.09999999999999987,-1.0,27.0,4.6,13.3,15,0
73.19999999999999,-5.0,-140.20000000000002,48.400000000000006,0.5,8.999999999999996,-0.6000000000000001,0.20000000000000018,0.7,-5.9,-3.5,-10.0,15,1
-5.0,73.19999999999999,48.400000000000006,-140.20000000000002,8.999999999999996,0.5,0.20000000000000018,-0.6000000000000001,-5.9,0.7,-10.0,-3.5,15,0
32.79999999999998,-3.9000000000000057,-107.89999999999998,32.69999999999999,-12.600000000000001,4.400000000000002,0.19999999999999996,-0.3999999999999999,-3.2,-19.7,-7.6,-11.5,15,1
-3.9000000000000057,32.79999999999998,32.69999999999999,-107.89999999999998,4.400000000000002,-12.600000000000001,-0.3999999999999999,0.19999999999999996,-19.7,-3.2,-11.5,-7.6,15,0
-65.39999999999999,-26.5,41.599999999999966,-63.599999999999994,-10.899999999999999,-6.0,0.8000000000000003,-0.09999999999999987,-8.5,-4.8,-8.3,3.7,15,1
-26.5,-65.39999999999999,-63.599999999999994,41.599999999999966,-6.0,-10.899999999999999,-0.09999999999999987,0.8000000000000003,-4.8,-8.5,3.7,-8.3,15,0
60.20000000000002,22.5,4.0,47.30000000000001,11.700000000000003,6.599999999999998,0.3999999999999999,-0.3999999999999999,2.0,0.2,-7.2,-6.0,15,1
22.5,60.20000000000002,47.30000000000001,4.0,6.599999999999998,11.700000000000003,-0.3999999999999999,0.3999999999999999,0.2,2.0,-6.0,-7.2,15,0
0.19999999999998863,104.9,-46.400000000000006,-12.099999999999994,-8.599999999999998,6.0,1.1,0.0,6.5,8.8,4.1,6.4,15,1
104.9,0.19999999999998863,-12.099999999999994,-46.400000000000006,6.0,-8.599999999999998,0.0,1.1,8.8,6.5,6.4,4.1,15,0
9.799999999999983,-43.39999999999999,-143.60000000000002,9.5,-13.5,-6.199999999999999,0.6,0.0,-12.3,-14.6,-9.0,-9.8,15,1
-43.39999999999999,9.799999999999983,9.5,-143.60000000000002,-6.199999999999999,-13.5,0.0,0.6,-14.6,-12.3,-9.8,-9.0,15,0
62.099999999999994,19.400000000000006,21.5,56.19999999999999,12.100000000000001,6.0,0.5999999999999999,-0.8000000000000003,26.0,10.5,14.3,6.8,15,1
19.400000000000006,62.099999999999994,56.19999999999999,21.5,6.0,12.100000000000001,-0.8000000000000003,0.5999999999999999,10.5,26.0,6.8,14.3,15,0
13.699999999999989,-20.200000000000003,-27.299999999999983,44.00000000000003,-1.7000000000000028,0.3999999999999986,-0.8,0.19999999999999996,9.4,-1.3,5.6,2.8,15,1
-20.200000000000003,13.699999999999989,44.00000000000003,-27.299999999999983,0.3999999999999986,-1.7000000000000028,0.19999999999999996,-0.8,-1.3,9.4,2.8,5.6,15,0
34.29999999999998,44.900000000000006,-6.799999999999983,-34.30000000000001,6.200000000000003,0.8000000000000007,-0.40000000000000013,-0.30000000000000004,9.0,12.0,5.5,8.3,15,1
44.900000000000006,34.29999999999998,-34.30000000000001,-6.799999999999983,0.8000000000000007,6.200000000000003,-0.30000000000000004,-0.40000000000000013,12.0,9.0,8.3,5.5,15,0
49.499999999999986,-6.599999999999994,-82.80000000000001,9.300000000000011,-0.8999999999999986,2.0,0.09999999999999987,-0.3999999999999999,5.0,5.0,3.8,3.8,15,1
-6.599999999999994,49.499999999999986,9.300000000000011,-82.80000000000001,2.0,-0.8999999999999986,-0.3999999999999999,0.09999999999999987,5.0,5.0,3.8,3.8,15,0
24.599999999999994,-3.8000000000000114,38.19999999999999,-37.599999999999994,7.5,-7.4,0.0,-0.10000000000000009,11.5,-1.1,6.6,6.2,15,1
-3.8000000000000114,24.599999999999994,-37.599999999999994,38.19999999999999,-7.4,7.5,-0.10000000000000009,0.0,-1.1,11.5,6.2,6.6,15,0
-103.9,-120.39999999999999,24.900000000000006,59.0,-15.099999999999998,-12.199999999999996,0.7,1.4000000000000001,-13.1,-12.6,-4.1,-7.0,15,1
-120.39999999999999,-103.9,59.0,24.900000000000006,-12.199999999999996,-15.099999999999998,1.4000000000000001,0.7,-12.6,-13.1,-7.0,-4.1,15,0
-58.10000000000002,-57.5,0.5999999999999943,30.30000000000001,-6.700000000000003,-8.399999999999999,0.19999999999999996,-0.19999999999999996,-9.6,-13.0,-7.2,-5.5,15,1
-57.5,-58.10000000000002,30.30000000000001,0.5999999999999943,-8.399999999999999,-6.700000000000003,-0.19999999999999996,0.19999999999999996,-13.0,-9.6,-5.5,-7.2,15,0
-22.900000000000006,26.0,-1.5999999999999943,-59.20000000000002,-10.099999999999998,-5.099999999999998,0.8,-0.4999999999999999,-4.8,-20.2,-8.9,-12.0,15,1
26.0,-22.900000000000006,-59.20000000000002,-1.5999999999999943,-5.099999999999998,-10.099999999999998,-0.4999999999999999,0.8,-20.2,-4.8,-12.0,-8.9,15,0
-60.30000000000001,-39.000000000000014,-53.39999999999998,33.20000000000002,-8.099999999999998,0.0,0.0,-0.5,3.6,-3.6,1.9,1.4,15,1
-39.000000000000014,-60.30000000000001,33.20000000000002,-53.39999999999998,0.0,-8.099999999999998,-0.5,0.0,-3.6,3.6,1.4,1.9,15,0
-45.30000000000001,-91.1,-3.4000000000000057,-76.4,-3.900000000000002,-14.099999999999998,1.2,0.09999999999999987,13.8,-0.4,14.1,5.6,15,1
-91.1,-45.30000000000001,-76.4,-3.4000000000000057,-14.099999999999998,-3.900000000000002,0.09999999999999987,1.2,-0.4,13.8,5.6,14.1,15,0
-11.100000000000023,-69.20000000000002,-143.40000000000003,-12.200000000000017,-21.2,-11.500000000000004,-0.10000000000000009,0.30000000000000004,-17.6,-23.3,-11.3,-13.3,15,1
-69.20000000000002,-11.100000000000023,-12.200000000000017,-143.40000000000003,-11.500000000000004,-21.2,0.30000000000000004,-0.10000000000000009,-23.3,-17.6,-13.3,-11.3,15,0
-85.50000000000001,-37.70000000000002,19.899999999999977,-1.1999999999999886,-9.2,-3.299999999999997,0.30000000000000004,0.7000000000000002,-4.7,-7.5,-4.2,-4.8,15,1
-37.70000000000002,-85.50000000000001,-1.1999999999999886,19.899999999999977,-3.299999999999997,-9.2,0.7000000000000002,0.30000000000000004,-7.5,-4.7,-4.8,-4.2,15,0
-121.0,91.29999999999998,-27.00000000000003,11.300000000000011,-20.599999999999998,5.100000000000001,1.0999999999999999,0.7999999999999999,-12.6,-15.0,-8.9,-10.7,15,1
91.29999999999998,-121.0,11.300000000000011,-27.00000000000003,5.100000000000001,-20.599999999999998,0.7999999999999999,1.0999999999999999,-15.0,-12.6,-10.7,-8.9,15,0
5.099999999999994,-78.1,-28.30000000000001,-52.900000000000006,-0.7000000000000028,-8.2,-0.30000000000000004,0.2999999999999998,7.0,-3.7,4.8,2.2,15,1
-78.1,5.099999999999994,-52.900000000000006,-28.30000000000001,-8.2,-0.7000000000000028,0.2999999999999998,-0.30000000000000004,-3.7,7.0,2.2,4.8,15,0
-53.900000000000006,29.799999999999997,-16.5,-10.699999999999989,-3.5999999999999943,-3.3000000000000007,0.30000000000000004,-0.19999999999999996,18.8,-11.5,5.9,-0.2,15,1
29.799999999999997,-53.900000000000006,-10.699999999999989,-16.5,-3.3000000000000007,-3.5999999999999943,-0.19999999999999996,0.30000000000000004,-11.5,18.8,-0.2,5.9,15,0
54.599999999999994,26.099999999999994,24.299999999999983,62.5,9.599999999999998,8.399999999999999,-0.19999999999999996,-0.7,14.2,13.9,6.1,7.0,15,1
26.099999999999994,54.599999999999994,62.5,24.299999999999983,8.399999999999999,9.599999999999998,-0.7,-0.19999999999999996,13.9,14.2,7.0,6.1,15,0
-29.80000000000001,10.0,84.5,-61.80000000000001,5.600000000000001,-4.100000000000001,-0.5,-0.40000000000000013,2.2,-13.5,-6.1,-7.8,15,1
10.0,-29.80000000000001,-61.80000000000001,84.5,-4.100000000000001,5.600000000000001,-0.40000000000000013,-0.5,-13.5,2.2,-7.8,-6.1,15,0
-68.8,-7.300000000000011,-24.69999999999999,-55.79999999999998,-10.899999999999999,-4.399999999999999,0.3999999999999999,0.10000000000000009,-14.5,-24.6,-13.5,-13.8,15,1
-7.300000000000011,-68.8,-55.79999999999998,-24.69999999999999,-4.399999999999999,-10.899999999999999,0.10000000000000009,0.3999999999999999,-24.6,-14.5,-13.8,-13.5,15,0
6.099999999999994,-11.299999999999983,95.60000000000002,-71.9,11.8,-8.0,-0.19999999999999996,0.6,15.9,9.2,9.5,10.5,15,1
-11.299999999999983,6.099999999999994,-71.9,95.60000000000002,-8.0,11.8,0.6,-0.19999999999999996,9.2,15.9,10.5,9.5,15,0
77.6,-3.3000000000000114,-35.0,26.299999999999983,9.5,9.899999999999999,-1.4999999999999998,-0.8,-1.7,1.9,-6.4,-8.0,15,1
-3.3000000000000114,77.6,26.299999999999983,-35.0,9.899999999999999,9.5,-0.8,-1.4999999999999998,1.9,-1.7,-8.0,-6.4,15,0
69.1,83.6,-11.599999999999994,39.19999999999999,12.400000000000002,16.299999999999997,0.10000000000000009,-0.3999999999999999,10.2,29.3,7.8,12.3,15,1
83.6,69.1,39.19999999999999,-11.599999999999994,16.299999999999997,12.400000000000002,-0.3999999999999999,0.10000000000000009,29.3,10.2,12.3,7.8,15,0
41.29999999999998,35.79999999999998,-47.599999999999994,62.19999999999999,-0.10000000000000142,5.199999999999999,-0.5,0.8,13.1,9.4,8.0,8.0,15,1
35.79999999999998,41.29999999999998,62.19999999999999,-47.599999999999994,5.199999999999999,-0.10000000000000142,0.8,-0.5,9.4,13.1,8.0,8.0,15,0
43.900000000000006,49.900000000000006,-23.400000000000006,-40.69999999999999,6.299999999999997,-2.1000000000000014,-0.4,-0.7,7.5,-11.8,-2.0,-7.6,15,1
49.900000000000006,43.900000000000006,-40.69999999999999,-23.400000000000006,-2.1000000000000014,6.299999999999997,-0.7,-0.4,-11.8,7.5,-7.6,-2.0,15,0
-16.799999999999997,33.900000000000006,-22.5,-2.799999999999983,-1.6000000000000014,-0.1999999999999993,0.8,-0.10000000000000009,0.5,4.1,0.3,1.0,15,1
33.900000000000006,-16.799999999999997,-2.799999999999983,-22.5,-0.1999999999999993,-1.6000000000000014,-0.10000000000000009,0.8,4.1,0.5,1.0,0.3,15,0
-68.69999999999999,-125.1,144.2,-57.099999999999966,-1.6000000000000014,-17.900000000000002,0.10000000000000009,0.8999999999999999,-7.7,-21.0,-6.3,-9.6,15,1
-125.1,-68.69999999999999,-57.099999999999966,144.2,-17.900000000000002,-1.6000000000000014,0.8999999999999999,0.10000000000000009,-21.0,-7.7,-9.6,-6.3,15,0
32.70000000000002,66.69999999999999,-51.599999999999994,-24.400000000000006,-10.900000000000002,-0.10000000000000142,1.1,1.0,-3.6,-16.2,-7.4,-11.8,15,1
66.69999999999999,32.70000000000002,-24.400000000000006,-51.599999999999994,-0.10000000000000142,-10.900000000000002,1.0,1.1,-16.2,-3.6,-11.8,-7.4,15,0
91.70000000000002,11.099999999999994,-37.5,146.0,17.8,17.700000000000003,-0.4,-0.8999999999999999,27.1,14.1,6.9,8.1,15,1
11.099999999999994,91.70000000000002,146.0,-37.5,17.700000000000003,17.8,-0.8999999999999999,-0.4,14.1,27.1,8.1,6.9,15,0
-15.5,-11.5,-50.20000000000002,-21.0,-4.700000000000003,-4.400000000000002,-0.09999999999999987,-0.09999999999999987,-3.9,-13.1,-2.3,-9.5,15,1
-11.5,-15.5,-21.0,-50.20000000000002,-4.400000000000002,-4.700000000000003,-0.09999999999999987,-0.09999999999999987,-13.1,-3.9,-9.5,-2.3,15,0
20.30000000000001,8.799999999999997,104.80000000000001,86.0,12.7,5.499999999999998,-0.4,-0.19999999999999996,21.3,5.4,7.7,4.8,15,1
8.799999999999997,20.30000000000001,86.0,104.80000000000001,5.499999999999998,12.7,-0.19999999999999996,-0.4,5.4,21.3,4.8,7.7,15,0
56.900000000000006,10.099999999999994,-1.5,110.70000000000002,2.299999999999997,9.299999999999999,-0.8,0.19999999999999996,21.1,0.5,9.3,3.0,15,1
10.099999999999994,56.900000000000006,110.70000000000002,-1.5,9.299999999999999,2.299999999999997,0.19999999999999996,-0.8,0.5,21.1,3.0,9.3,15,0
-80.39999999999999,17.30000000000001,-56.29999999999998,51.30000000000001,-14.8,3.1000000000000014,-0.10000000000000009,0.7,-8.2,-1.8,-5.4,-4.3,15,1
17.30000000000001,-80.39999999999999,51.30000000000001,-56.29999999999998,3.1000000000000014,-14.8,0.7,-0.10000000000000009,-1.8,-8.2,-4.3,-5.4,15,0
30.10000000000001,-41.39999999999999,-4.800000000000011,-34.60000000000002,-2.1999999999999993,-8.7,-0.19999999999999996,0.8,3.2,-1.0,3.0,3.1,15,1
-41.39999999999999,30.10000000000001,-34.60000000000002,-4.800000000000011,-8.7,-2.1999999999999993,0.8,-0.19999999999999996,-1.0,3.2,3.1,3.0,15,0
48.7,73.69999999999999,-8.300000000000011,77.70000000000002,7.800000000000001,17.499999999999996,-0.30000000000000004,-1.4,18.4,16.8,12.1,6.0,15,1
73.69999999999999,48.7,77.70000000000002,-8.300000000000011,17.499999999999996,7.800000000000001,-1.4,-0.30000000000000004,16.8,18.4,6.0,12.1,15,0
56.39999999999999,18.0,35.10000000000002,37.70000000000002,15.799999999999997,5.200000000000003,0.30000000000000004,-0.8999999999999999,16.4,4.7,4.5,0.2,15,1
18.0,56.39999999999999,37.70000000000002,35.10000000000002,5.200000000000003,15.799999999999997,-0.8999999999999999,0.30000000000000004,4.7,16.4,0.2,4.5,15,0
-39.8,-32.5,156.20000000000002,22.900000000000006,7.099999999999998,-4.899999999999999,-0.19999999999999996,0.10000000000000009,3.5,-0.7,1.8,-5.7,15,1
-32.5,-39.8,22.900000000000006,156.20000000000002,-4.899999999999999,7.099999999999998,0.10000000000000009,-0.19999999999999996,-0.7,3.5,-5.7,1.8,15,0
88.79999999999998,30.799999999999997,-47.39999999999998,7.100000000000023,10.100000000000001,10.1,0.19999999999999996,-1.2000000000000002,23.5,7.1,11.8,8.5,15,1
30.799999999999997,88.79999999999998,7.100000000000023,-47.39999999999998,10.1,10.100000000000001,-1.2000000000000002,0.19999999999999996,7.1,23.5,8.5,11.8,15,0
46.39999999999999,91.9,39.00000000000003,66.5,13.8,18.4,0.19999999999999996,-1.1,28.1,15.8,11.1,10.1,15,1
91.9,46.39999999999999,66.5,39.00000000000003,18.4,13.8,-1.1,0.19999999999999996,15.8,28.1,10.1,11.1,15,0
-50.69999999999999,2.0999999999999943,108.40000000000003,21.099999999999994,8.100000000000001,-5.299999999999997,0.8,0.19999999999999996,8.8,5.3,4.3,5.8,15,1
2.0999999999999943,-50.69999999999999,21.099999999999994,108.40000000000003,-5.299999999999997,8.100000000000001,0.19999999999999996,0.8,5.3,8.8,5.8,4.3,15,0
13.900000000000006,35.69999999999999,28.100000000000023,-101.0,5.199999999999999,-6.9999999999999964,0.8,-0.3999999999999999,4.8,6.3,3.8,6.2,15,1
35.69999999999999,13.900000000000006,-101.0,28.100000000000023,-6.9999999999999964,5.199999999999999,-0.3999999999999999,0.8,6.3,4.8,6.2,3.8,15,0
-102.9,-50.30000000000001,-16.400000000000006,-51.0,-16.5,-18.099999999999998,0.8,1.8,-9.8,-24.3,-6.2,-10.4,15,1
-50.30000000000001,-102.9,-51.0,-16.400000000000006,-18.099999999999998,-16.5,1.8,0.8,-24.3,-9.8,-10.4,-6.2,15,0
-60.5,-5.099999999999994,43.5,-10.599999999999994,-6.199999999999999,-0.3999999999999986,-0.10000000000000009,0.09999999999999987,3.1,-5.5,9.7,-8.3,15,1
-5.099999999999994,-60.5,-10.599999999999994,43.5,-0.3999999999999986,-6.199999999999999,0.09999999999999987,-0.10000000000000009,-5.5,3.1,-8.3,9.7,15,0
46.29999999999998,-21.200000000000017,-92.10000000000002,9.800000000000011,-0.5,-1.1999999999999993,0.10000000000000009,-0.2999999999999998,10.8,-0.7,6.2,3.2,15,1
-21.200000000000017,46.29999999999998,9.800000000000011,-92.10000000000002,-1.1999999999999993,-0.5,-0.2999999999999998,0.10000000000000009,-0.7,10.8,3.2,6.2,15,0
-63.099999999999994,52.0,46.400000000000006,-8.799999999999983,-0.6999999999999993,12.200000000000003,0.0,-0.7,-6.7,-4.8,-10.9,-12.1,15,1
52.0,-63.099999999999994,-8.799999999999983,46.400000000000006,12.200000000000003,-0.6999999999999993,-0.7,0.0,-4.8,-6.7,-12.1,-10.9,15,0
-4.699999999999989,-51.20000000000002,-61.20000000000002,12.200000000000017,-4.099999999999998,-7.099999999999998,-0.09999999999999987,-0.30000000000000004,-11.1,-14.8,-10.3,-13.1,15,1
-51.20000000000002,-4.699999999999989,12.200000000000017,-61.20000000000002,-7.099999999999998,-4.099999999999998,-0.30000000000000004,-0.09999999999999987,-14.8,-11.1,-13.1,-10.3,15,0
-35.900000000000006,-34.10000000000002,-69.29999999999998,28.700000000000017,-8.8,4.800000000000004,-0.6000000000000001,0.09999999999999998,-14.0,1.1,-8.1,-5.3,15,1
-34.10000000000002,-35.900000000000006,28.700000000000017,-69.29999999999998,4.800000000000004,-8.8,0.09999999999999998,-0.6000000000000001,1.1,-14.0,-5.3,-8.1,15,0
180.8,114.30000000000001,-95.5,14.299999999999983,11.7,22.0,-1.1,-0.6,3.9,13.3,-7.4,0.9,16,1
114.30000000000001,180.8,14.299999999999983,-95.5,22.0,11.7,-0.6,-1.1,13.3,3.9,0.9,-7.4,16,0
141.1,132.9,-29.299999999999983,-90.99999999999997,16.500000000000004,11.600000000000001,-1.2000000000000002,-0.7000000000000001,9.4,7.6,-2.1,-2.7,16,1
132.9,141.1,-90.99999999999997,-29.299999999999983,11.600000000000001,16.500000000000004,-0.7000000000000001,-1.2000000000000002,7.6,9.4,-2.7,-2.1,16,0
47.49999999999997,-58.0,-7.300000000000011,42.900000000000034,11.2,-0.6999999999999993,-0.5999999999999999,-0.09999999999999987,-4.8,-6.6,-11.2,-10.4,16,1
-58.0,47.49999999999997,42.900000000000034,-7.300000000000011,-0.6999999999999993,11.2,-0.09999999999999987,-0.5999999999999999,-6.6,-4.8,-10.4,-11.2,16,0
21.400000000000006,54.69999999999999,64.60000000000002,41.69999999999999,11.0,10.600000000000001,-1.1,-0.5,11.6,14.5,5.4,6.5,16,1
54.69999999999999,21.400000000000006,41.69999999999999,64.60000000000002,10.600000000000001,11.0,-0.5,-1.1,14.5,11.6,6.5,5.4,16,0
79.0,22.80000000000001,36.5,50.69999999999999,13.399999999999999,15.099999999999998,-0.9000000000000001,-0.2999999999999998,16.6,17.7,7.1,4.8,16,1
22.80000000000001,79.0,50.69999999999999,36.5,15.099999999999998,13.399999999999999,-0.2999999999999998,-0.9000000000000001,17.7,16.6,4.8,7.1,16,0
21.10000000000001,37.30000000000001,150.10000000000002,62.0,21.099999999999998,12.699999999999996,-0.7000000000000002,0.20000000000000018,24.6,28.2,16.3,11.9,16,1
37.30000000000001,21.10000000000001,62.0,150.10000000000002,12.699999999999996,21.099999999999998,0.20000000000000018,-0.7000000000000002,28.2,24.6,11.9,16.3,16,0
35.80000000000001,-12.199999999999989,-21.099999999999994,54.30000000000001,6.800000000000001,8.500000000000004,-0.8999999999999999,-0.9,-1.3,2.1,-5.4,-6.5,16,1
-12.199999999999989,35.80000000000001,54.30000000000001,-21.099999999999994,8.500000000000004,6.800000000000001,-0.9,-0.8999999999999999,2.1,-1.3,-6.5,-5.4,16,0
87.4,34.19999999999999,-32.80000000000001,14.400000000000006,3.8999999999999986,4.5,0.10000000000000009,-0.19999999999999996,-3.0,-0.7,-8.3,-5.7,16,1
34.19999999999999,87.4,14.400000000000006,-32.80000000000001,4.5,3.8999999999999986,-0.19999999999999996,0.10000000000000009,-0.7,-3.0,-5.7,-8.3,16,0
79.60000000000001,76.49999999999999,98.5,76.39999999999998,22.200000000000003,16.9,-0.4999999999999999,-0.3999999999999999,21.7,21.5,7.4,8.4,16,1
76.49999999999999,79.60000000000001,76.39999999999998,98.5,16.9,22.200000000000003,-0.3999999999999999,-0.4999999999999999,21.5,21.7,8.4,7.4,16,0
148.39999999999998,144.09999999999997,-77.8,-136.6,14.900000000000002,8.700000000000003,-0.30000000000000004,-1.3,1.4,5.8,-3.5,-4.9,17,1
144.09999999999997,148.39999999999998,-136.6,-77.8,8.700000000000003,14.900000000000002,-1.3,-0.30000000000000004,5.8,1.4,-4.9,-3.5,17,0
-13.099999999999994,16.799999999999983,11.5,-85.39999999999998,-1.5,0.0,-0.8,-0.3999999999999999,-0.3,-10.9,-5.6,-10.6,17,1
16.799999999999983,-13.099999999999994,-85.39999999999998,11.5,0.0,-1.5,-0.3999999999999999,-0.8,-10.9,-0.3,-10.6,-5.6,17,0
34.69999999999999,76.8,-0.6000000000000227,-67.60000000000002,2.1000000000000014,1.8000000000000007,-0.30000000000000004,-0.3999999999999999,4.3,3.6,-4.6,5.5,18,1
76.8,34.69999999999999,-67.60000000000002,-0.6000000000000227,1.8000000000000007,2.1000000000000014,-0.3999999999999999,-0.30000000000000004,3.6,4.3,5.5,-4.6,18,0
-29.599999999999994,-8.5,42.599999999999994,52.400000000000006,9.200000000000003,3.0,-0.8,-0.5000000000000002,1.4,-8.7,-7.4,-10.3,18,1
-8.5,-29.599999999999994,52.400000000000006,42.599999999999994,3.0,9.200000000000003,-0.5000000000000002,-0.8,-8.7,1.4,-10.3,-7.4,18,0
125.00000000000001,4.200000000000003,-62.30000000000001,31.80000000000001,10.299999999999997,3.0,-0.7,-0.8999999999999999,7.0,3.4,-1.4,1.2,18,1
4.200000000000003,125.00000000000001,31.80000000000001,-62.30000000000001,3.0,10.299999999999997,-0.8999999999999999,-0.7,3.4,7.0,1.2,-1.4,18,0
12.099999999999994,37.400000000000006,22.900000000000006,-29.80000000000001,5.099999999999998,10.0,0.0,-0.8999999999999999,14.2,11.5,13.3,0.9,18,1
37.400000000000006,12.099999999999994,-29.80000000000001,22.900000000000006,10.0,5.099999999999998,-0.8999999999999999,0.0,11.5,14.2,0.9,13.3,18,0
148.60000000000002,21.19999999999999,16.5,97.0,24.099999999999998,26.699999999999996,-0.8,-1.5999999999999999,27.1,20.8,8.5,5.8,18,1
21.19999999999999,148.60000000000002,97.0,16.5,26.699999999999996,24.099999999999998,-1.5999999999999999,-0.8,20.8,27.1,5.8,8.5,18,0
48.0,170.10000000000002,-27.69999999999999,-29.099999999999994,4.099999999999998,18.300000000000004,-0.3999999999999999,-0.5,-0.8,-2.6,-7.3,-10.6,18,1
170.10000000000002,48.0,-29.099999999999994,-27.69999999999999,18.300000000000004,4.099999999999998,-0.5,-0.3999999999999999,-2.6,-0.8,-10.6,-7.3,18,0
67.4,128.89999999999998,73.30000000000001,69.79999999999998,20.6,23.5,-0.7999999999999999,-0.09999999999999987,27.9,23.5,12.0,11.6,18,1
128.89999999999998,67.4,69.79999999999998,73.30000000000001,23.5,20.6,-0.09999999999999987,-0.7999999999999999,23.5,27.9,11.6,12.0,18,0
103.89999999999999,56.2,4.699999999999989,91.89999999999998,11.600000000000001,20.4,-0.6,0.3999999999999999,21.0,17.4,9.6,5.9,18,1
56.2,103.89999999999999,91.89999999999998,4.699999999999989,20.4,11.600000000000001,0.3999999999999999,-0.6,17.4,21.0,5.9,9.6,18,0
25.30000000000001,64.10000000000001,56.89999999999998,132.20000000000002,10.600000000000001,21.799999999999997,-0.19999999999999996,-1.5000000000000002,27.9,16.9,13.6,8.2,18,1
64.10000000000001,25.30000000000001,132.20000000000002,56.89999999999998,21.799999999999997,10.600000000000001,-1.5000000000000002,-0.19999999999999996,16.9,27.9,8.2,13.6,18,0
56.20000000000002,-22.10000000000001,-46.79999999999998,68.70000000000002,-2.6000000000000014,6.100000000000001,-0.10000000000000009,0.0,-4.0,-5.1,-8.2,-7.0,18,1
-22.10000000000001,56.20000000000002,68.70000000000002,-46.79999999999998,6.100000000000001,-2.6000000000000014,0.0,-0.10000000000000009,-5.1,-4.0,-7.0,-8.2,18,0
29.599999999999994,-84.2,-5.699999999999989,32.0,3.299999999999997,-5.199999999999999,-0.5,0.20000000000000018,-2.9,-8.1,-4.8,-7.9,19,1
-84.2,29.599999999999994,32.0,-5.699999999999989,-5.199999999999999,3.299999999999997,0.20000000000000018,-0.5,-8.1,-2.9,-7.9,-4.8,19,0
15.099999999999994,-95.69999999999999,41.0,-8.300000000000011,3.5,-6.899999999999999,0.19999999999999996,-0.7999999999999999,-13.7,-2.9,-9.9,-6.9,19,1
-95.69999999999999,15.099999999999994,-8.300000000000011,41.0,-6.899999999999999,3.5,-0.7999999999999999,0.19999999999999996,-2.9,-13.7,-6.9,-9.9,19,0
49.80000000000001,40.30000000000001,-27.80000000000001,-24.900000000000006,3.3000000000000007,3.1000000000000014,0.19999999999999996,-0.6000000000000001,12.9,5.0,7.0,3.3,19,1
40.30000000000001,49.80000000000001,-24.900000000000006,-27.80000000000001,3.1000000000000014,3.3000000000000007,-0.6000000000000001,0.19999999999999996,5.0,12.9,3.3,7.0,19,0
-3.4000000000000057,-27.599999999999994,-16.900000000000034,52.400000000000006,-3.0,5.700000000000003,0.30000000000000004,0.19999999999999996,-5.2,4.1,-9.0,3.5,19,1
-27.599999999999994,-3.4000000000000057,52.400000000000006,-16.900000000000034,5.700000000000003,-3.0,0.19999999999999996,0.30000000000000004,4.1,-5.2,3.5,-9.0,19,0
21.599999999999994,29.400000000000006,-31.5,36.10000000000002,-6.399999999999999,10.2,0.19999999999999996,0.5,9.4,7.2,8.7,4.2,19,1
29.400000000000006,21.599999999999994,36.10000000000002,-31.5,10.2,-6.399999999999999,0.5,0.19999999999999996,7.2,9.4,4.2,8.7,19,0
143.3,-26.099999999999994,-96.39999999999999,-50.5,8.3,-1.3000000000000007,-0.7,-0.19999999999999996,2.8,13.2,-2.4,13.0,19,1
-26.099999999999994,143.3,-50.5,-96.39999999999999,-1.3000000000000007,8.3,-0.19999999999999996,-0.7,13.2,2.8,13.0,-2.4,19,0
15.199999999999989,46.599999999999994,53.19999999999999,-26.600000000000023,7.600000000000001,4.899999999999999,0.10000000000000009,-0.10000000000000009,14.4,16.0,10.0,11.7,19,1
46.599999999999994,15.199999999999989,-26.600000000000023,53.19999999999999,4.899999999999999,7.600000000000001,-0.10000000000000009,0.10000000000000009,16.0,14.4,11.7,10.0,19,0
-79.4,0.6000000000000227,101.0,37.69999999999999,3.8000000000000007,3.700000000000003,-0.7,-0.09999999999999987,4.7,0.1,3.1,-5.9,19,1
0.6000000000000227,-79.4,37.69999999999999,101.0,3.700000000000003,3.8000000000000007,-0.09999999999999987,-0.7,0.1,4.7,-5.9,3.1,19,0
-1.0999999999999943,41.0,-50.400000000000006,-29.69999999999999,-2.3999999999999986,1.1999999999999993,-0.30000000000000004,-0.40000000000000013,7.0,8.8,9.2,7.8,19,1
